"name","group","party","birth_date","birth_place","link_email","link_twitt","link_fb","link_instagram","link_linkedin","link_website","link_youtube","link_telegram","link_blog","link_europeanblog"
"Flavio Tosi","Group of the European People's Party (Christian Democrats)","Italy
						 
							 - Forza Italia (Italy)","1969-06-18","Verona","ue[dot]aporue.lraporue[at]isot.oivalf","https://x.com/flaviotositw",NA,"https://www.instagram.com/flavio.tosi/",NA,NA,NA,NA,NA,NA
"Marie Toussaint","Group of the Greens/European Free Alliance","France
						 
							 - Les Écologistes (France)","1987-05-27","LILLE","ue[dot]aporue.lraporue[at]tniassuot.eiram","https://twitter.com/marietouss1",NA,NA,NA,NA,NA,NA,NA,NA
"Isabella Tovaglieri","Patriots for Europe Group","Italy
						 
							 - Lega (Italy)","1987-06-25","Busto Arsizio","ue[dot]aporue.lraporue[at]ireilgavot.allebasi",NA,"https://www.facebook.com/IsabellaTovaglieriLega/",NA,NA,NA,NA,NA,NA,NA
"Pekka Toveri","Group of the European People's Party (Christian Democrats)","Finland
						 
							 - Kansallinen Kokoomus (Finland)","1961-04-06","Kankaanpää","ue[dot]aporue.lraporue[at]irevot.akkep","https://x.com/PToveri",NA,"https://www.instagram.com/pekkatoveri/?hl=fi",NA,NA,NA,NA,NA,NA
"Pasquale Tridico","The Left group in the European Parliament - GUE/NGL","Italy
						 
							 - Movimento 5 Stelle (Italy)","1975-09-21","Scala Coeli","ue[dot]aporue.lraporue[at]ocidirt.elauqsap",NA,NA,NA,NA,"https://www.pasqualetridico.it/",NA,NA,NA,NA
"Laurence Trochu","European Conservatives and Reformists Group","France
						 
							 - Identité Libertés (France)","1973-07-04","Nantes","ue[dot]aporue.lraporue[at]uhcort.ecnerual",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dimitris Tsiodras","Group of the European People's Party (Christian Democrats)","Greece
						 
							 - Nea Demokratia (Greece)",NA,NA,"ue[dot]aporue.lraporue[at]sardoist.soirtimid","https://x.com/DTsiodras",NA,"https://www.instagram.com/tsiodras_dimitris/",NA,NA,NA,NA,NA,NA
"Mihai Tudose","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament","Romania
						 
							 - Partidul Social Democrat (Romania)","1967-03-06","Braila","ue[dot]aporue.lraporue[at]esodut.iahim",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Filip Turek","Patriots for Europe Group","Czechia
						 
							 - Motoristé sobě (Czechia)","1985-10-15","Prague","ue[dot]aporue.lraporue[at]kerut.pilif",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sebastian Tynkkynen","European Conservatives and Reformists Group","Finland
						 
							 - Perussuomalaiset (Finland)","1989-03-08","Lohtaja","ue[dot]aporue.lraporue[at]nenykknyt.naitsabes","https://x.com/SebastianTyne","https://www.facebook.com/officialsebastiantynkkynen","https://www.instagram.com/sebastiantynkkynen",NA,NA,"https://youtube.com/@sebastiantyne",NA,NA,NA
"Stanisław Tyszka","Europe of Sovereign Nations Group","Poland
						 
							 - Konfederacja Wolność i Niepodległość (Poland)","1979-04-11","Warszawa","ue[dot]aporue.lraporue[at]akzsyt.walsinats",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Milan Uhrík","Europe of Sovereign Nations Group","Slovakia
						 
							 - Hnutie Republika (Slovakia)",NA,NA,"ue[dot]aporue.lraporue[at]kirhu.nalim","https://twitter.com/MilanUhrik","https://sk-sk.facebook.com/ing.milan.uhrik","https://www.instagram.com/uhrik_milan/?igshid=MzRlODBiNWFlZA",NA,NA,"https://www.youtube.com/c/MilanUhr%C3%ADkPhD",NA,NA,NA
"Nils Ušakovs","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament","Latvia
						 
							 - ""Saskaņa"" sociāldemokrātiskā partija (Latvia)","1976-06-08","RIGA","ue[dot]aporue.lraporue[at]svokasu.slin",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Inese Vaidere","Group of the European People's Party (Christian Democrats)","Latvia
						 
							 - Jaunā Vienotība (Latvia)","1952-09-03","Jelgava","ue[dot]aporue.lraporue[at]erediav.eseni","https://twitter.com/inesevaidere","https://www.facebook.com/Prof.Inese.Vaidere","https://www.instagram.com/inese_vaidere",NA,"https://vaidere.lv/",NA,NA,NA,NA
"Ivaylo Valchev","European Conservatives and Reformists Group","Bulgaria
						 
							 - There Is Such a People (Bulgaria)",NA,NA,"ue[dot]aporue.lraporue[at]vehclav.olyavi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adina Vălean","Group of the European People's Party (Christian Democrats)","Romania
						 
							 - Partidul Naţional Liberal (Romania)",NA,NA,"ue[dot]aporue.lraporue[at]naelav.anida","https://x.com/AdinaValean",NA,"https://www.instagram.com/adinaioanavalean/",NA,NA,NA,NA,NA,NA
"Matthieu Valet","Patriots for Europe Group","France
						 
							 - Rassemblement national (France)","1986-01-04","Lille","ue[dot]aporue.lraporue[at]telav.ueihttam","https://twitter.com/mvalet_officiel","https://www.facebook.com/matt.valet59/","https://www.instagram.com/matthieu_valet","https://www.linkedin.com/in/matthieu-valet-8a084b1b4/?originalSubdomain=fr",NA,NA,NA,NA,NA
"Kathleen Van Brempt","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament","Belgium
						 
							 - Vooruit (Belgium)","1969-11-18","Wilrijk","ue[dot]aporue.lraporue[at]tpmerbnav.neelhtak",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anouk Van Brug","Renew Europe Group","Netherlands
						 
							 - Volkspartij voor Vrijheid en Democratie (Netherlands)","1992-09-14","Amsterdam","ue[dot]aporue.lraporue[at]gurbnav.kuona",NA,NA,"https://www.instagram.com/anoukvanbrug?igsh=MTh5cjYzc2NyaHBhdQ==&utm_source=qr",NA,"https://www.anoukvanbrug.nl/",NA,NA,NA,NA
"Brigitte Van Den Berg","Renew Europe Group","Netherlands
						 
							 - Democraten 66 (Netherlands)","1989-03-22","Heemskerk","ue[dot]aporue.lraporue[at]grebnednav.ettigirb","https://x.com/brigittevdberg","https://www.facebook.com/brigitte.vandenberg","https://www.instagram.com/brigittevdbergd66/?igsh=YmhjZ2Y1NW4wemk4&utm_source=qr","https://www.linkedin.com/in/brigittevdberg?utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=ios_app","https://www.brigittevandenberg.nl/",NA,NA,NA,NA
"Tom Vandendriessche","Patriots for Europe Group","Belgium
						 
							 - Vlaams Belang (Belgium)","1978-10-27",NA,"ue[dot]aporue.lraporue[at]ehcsseirdnednav.mot","https://x.com/tomvandendriese?lang=de","https://www.facebook.com/TomVandendriesscheVB/","https://www.instagram.com/tomvandendriesschevb/?hl=de","https://www.linkedin.com/company/tom-vandendriessche/","https://www.tomvandendriessche.eu/",NA,NA,NA,NA
"Kris Van Dijck","European Conservatives and Reformists Group","Belgium
						 
							 - Nieuw-Vlaamse Alliantie (Belgium)","1963-10-02","Turnhout","ue[dot]aporue.lraporue[at]kcjidnav.sirk",NA,NA,NA,NA,"https://www.krisvandijck.be/",NA,NA,NA,NA
"Reinier Van Lanschot","Group of the Greens/European Free Alliance","Netherlands
						 
							 - Volt (Netherlands)","1989-12-07","Saint-Germain-en-Laye","ue[dot]aporue.lraporue[at]tohcsnalnav.reinier","https://x.com/rlanschot","https://www.facebook.com/reiniervanlanschot.volt","https://www.instagram.com/reiniervanlanschot/","https://www.linkedin.com/in/reinier-van-lanschot-volt/",NA,NA,NA,NA,NA
"Jessika Van Leeuwen","Group of the European People's Party (Christian Democrats)","Netherlands
						 
							 - BoerBurgerBeweging (Netherlands)","1981-09-10",NA,"ue[dot]aporue.lraporue[at]newueelnav.akissej","https://x.com/jessikavanlee24",NA,"https://www.instagram.com/jessikavanleeuwen/",NA,NA,NA,NA,NA,NA
"Roberto Vannacci","Patriots for Europe Group","Italy
						 
							 - Lega (Italy)","1968-10-20","LA SPEZIA","ue[dot]aporue.lraporue[at]iccannav.otrebor",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johan Van Overtveldt","European Conservatives and Reformists Group","Belgium
						 
							 - Nieuw-Vlaamse Alliantie (Belgium)","1955-08-24","Mortsel","ue[dot]aporue.lraporue[at]tdlevtrevonav.nahoj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kim Van Sparrentak","Group of the Greens/European Free Alliance","Netherlands
						 
							 - GroenLinks (Netherlands)","1989-10-16","Vlissingen","ue[dot]aporue.lraporue[at]katnerrapsnav.mik","https://twitter.com/kimvsparrentak",NA,"https://www.instagram.com/kimvsparrentak/?hl=en",NA,NA,NA,NA,NA,NA
"Alexandre Varaut","Patriots for Europe Group","France
						 
							 - Rassemblement national (France)","1966-01-18","Neuilly sur Seine","ue[dot]aporue.lraporue[at]tuarav.erdnaxela",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ana Vasconcelos","Renew Europe Group","Portugal
						 
							 - Iniciativa Liberal (Portugal)","1985-03-14","Terceira, Açores","ue[dot]aporue.lraporue[at]snitramsolecnocsav.ana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vlad Vasile-Voiculescu","Renew Europe Group","Romania
						 
							 - Uniunea Salvați România (Romania)",NA,NA,"ue[dot]aporue.lraporue[at]ucseluciov.dalv",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hilde Vautmans","Renew Europe Group","Belgium
						 
							 - Open Vlaamse Liberalen en Democraten (Belgium)","1972-05-02","Sint-Truiden","ue[dot]aporue.lraporue[at]snamtuav.edlih","https://twitter.com/hildevautmans","https://www.facebook.com/HVautmans/?ref=br_rs","https://www.instagram.com/hilde.vautmans/?hl=en",NA,"http://www.hildevautmans.be/",NA,NA,NA,NA
"Marie-Pierre Vedrenne","Renew Europe Group","France
						 
							 - Mouvement Démocrate (France)","1982-12-13","Limoges","ue[dot]aporue.lraporue[at]ennerdev.erreip-eiram","https://twitter.com/mariepierrev","https://www.facebook.com/MariePierre.Vedrenne",NA,NA,"https://mp-vedrenne.eu/",NA,NA,NA,NA
"Francesco Ventola","European Conservatives and Reformists Group","Italy
						 
							 - FRATELLI D' ITALIA (Italy)","1971-05-12","Canosa di Puglia","ue[dot]aporue.lraporue[at]alotnev.ocsecnarf",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sabine Verheyen","Group of the European People's Party (Christian Democrats)","Germany
						 
							 - Christlich Demokratische Union Deutschlands (Germany)","1964-10-24","Aachen","ue[dot]aporue.lraporue[at]neyehrev.enibas","https://twitter.com/sabineverheyen","https://www.facebook.com/mdep.ac","https://www.instagram.com/sabineverheyen",NA,"http://www.sabine-verheyen.de/",NA,NA,NA,NA
"Yvan Verougstraete","Renew Europe Group","Belgium
						 
							 - Les Engagés (Belgium)","1975-10-06","Ixelles","ue[dot]aporue.lraporue[at]eteartsguorev.navy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aurelijus Veryga","European Conservatives and Reformists Group","Lithuania
						 
							 - Lietuvos valstiečių ir žaliųjų sąjunga (Lithuania)","1976-08-08","Užventis","ue[dot]aporue.lraporue[at]agyrev.sujilerua",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marko Vešligaj","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament","Croatia
						 
							 - Socijaldemokratska partija Hrvatske (Croatia)",NA,NA,"ue[dot]aporue.lraporue[at]jagilsev.okram",NA,"https://www.facebook.com/MarkoVesligajPregrada/","https://www.instagram.com/m.vesligaj/",NA,NA,NA,NA,NA,NA
"Annamária Vicsek","Patriots for Europe Group","Hungary
						 
							 - Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt (Hungary)","1973-02-09","Szabadka","ue[dot]aporue.lraporue[at]kesciv.airamanna",NA,"https://www.facebook.com/oktatasespolitika","https://www.instagram.com/vicsekannamaria/",NA,NA,NA,NA,NA,NA
"Catarina Vieira","Group of the Greens/European Free Alliance","Netherlands
						 
							 - GroenLinks (Netherlands)","1996-05-14","Angra do Heroísmo","ue[dot]aporue.lraporue[at]ARIEIV.anirataC","https://x.com/catarinacv",NA,"https://www.instagram.com/catarina.europe/","https://www.linkedin.com/in/catarinacv/",NA,NA,NA,NA,NA
"Kristian Vigenin","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament","Bulgaria
						 
							 - Bulgarian Socialist Party (Bulgaria)","1975-06-12","Sofia","ue[dot]aporue.lraporue[at]ninegiv.naitsirk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harald Vilimsky","Patriots for Europe Group","Austria
						 
							 - Freiheitliche Partei Österreichs (Austria)","1966-07-22",NA,"ue[dot]aporue.lraporue[at]yksmiliv.dlarah","https://x.com/vilimsky","https://www.facebook.com/Vilimsky.Harald","https://www.instagram.com/haraldvilimsky/?igsh=MXNjamNxdWxrcDFuag%3D%3D&utm_source=qr",NA,"https://www.fpoe.eu/",NA,"t.me/haraldvilimsky",NA,NA
"Loránt Vincze","Group of the European People's Party (Christian Democrats)","Romania
						 
							 - Uniunea Democrată Maghiară din România (Romania)","1977-11-03","Târgu Mureș / Marosvásárhely","ue[dot]aporue.lraporue[at]ezcniv.tnarol","https://twitter.com/vinczelorant","https://www.facebook.com/vincze.lorant.2019/","https://www.instagram.com/lorantvinczeinsta/",NA,"https://vinczelorant.eu/hu/","https://www.youtube.com/channel/UC16eWb-IbMxMB5ZID4ybB6A",NA,NA,NA
"Marianne Vind","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament","Denmark
						 
							 - Socialdemokratiet (Denmark)","1970-12-03","Koge","ue[dot]aporue.lraporue[at]dniv.ennairam","https://twitter.com/mariannevind?lang=en","https://www.facebook.com/MarianneVindEP","https://www.instagram.com/marianne_vind/?hl=en",NA,NA,NA,NA,NA,NA
"Anders Vistisen","Patriots for Europe Group","Denmark
						 
							 - Dansk Folkeparti (Denmark)","1987-11-12","Viborg","ue[dot]aporue.lraporue[at]nesitsiv.sredna","https://twitter.com/andersvistisen","https://www.facebook.com/AndersVistisenDF","https://www.instagram.com/avistisen","https://dk.linkedin.com/in/anders-primdahl-vistisen-a4690b77","http://www.stemanders.dk/",NA,NA,NA,NA
"Mariateresa Vivaldini","European Conservatives and Reformists Group","Italy
						 
							 - FRATELLI D' ITALIA (Italy)","1967-11-22","Brescia","ue[dot]aporue.lraporue[at]inidlaviv.aseretairam",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Petar Volgin","Europe of Sovereign Nations Group","Bulgaria
						 
							 - Revival (Bulgaria)","1969-09-28","Sofia","ue[dot]aporue.lraporue[at]niglov.ratep",NA,"https://www.facebook.com/petar.petrov.56829/",NA,NA,NA,NA,NA,NA,NA
"Michael Von Der Schulenburg","Non-attached Members","Germany
						 
							 - Bündnis Sahra Wagenknecht – Vernunft und Gerechtigkeit (Germany)","1948-10-16","Munich","ue[dot]aporue.lraporue[at]grubneluhcsrednov.leahcim",NA,NA,NA,NA,"www.michael-von-der-schulenburg.com",NA,NA,NA,NA
"Alexandr Vondra","European Conservatives and Reformists Group","Czechia
						 
							 - Občanská demokratická strana (Czechia)","1961-08-17","Praha","ue[dot]aporue.lraporue[at]ardnov.rdnaxela","https://twitter.com/alexandrvondra?lang=en","https://www.facebook.com/a.vondra/",NA,NA,NA,NA,NA,NA,NA
"Axel Voss","Group of the European People's Party (Christian Democrats)","Germany
						 
							 - Christlich Demokratische Union Deutschlands (Germany)","1963-04-07","Hameln","ue[dot]aporue.lraporue[at]ssov.lexa","http://twitter.com/AxelVossMdEP","https://www.facebook.com/AxelVossMdEP","https://www.instagram.com/axel.voss.mdep/","https://de.linkedin.com/in/axel-voss-a1744969","http://www.axel-voss-europa.de/",NA,NA,NA,NA
"Elissavet Vozemberg-Vrionidi","Group of the European People's Party (Christian Democrats)","Greece
						 
							 - Nea Demokratia (Greece)","1956-09-14","Athina","ue[dot]aporue.lraporue[at]grebmezov.tevassile","https://twitter.com/vozemberg","https://www.facebook.com/vozemberg","https://www.instagram.com/vozemberg",NA,"http://www.vozemberg.gr/",NA,NA,NA,NA
"Veronika Vrecionová","European Conservatives and Reformists Group","Czechia
						 
							 - Občanská demokratická strana (Czechia)","1965-09-08","České Budějovice","ue[dot]aporue.lraporue[at]avonoicerv.akinorev","https://twitter.com/vrecionova?lang=en","https://www.facebook.com/vrecionova","https://www.instagram.com/veronikavrecionova/",NA,"https://vrecionova.cz/",NA,NA,NA,NA
"Adrián Vázquez Lázara","Group of the European People's Party (Christian Democrats)","Spain
						 
							 - Partido Popular (Spain)","1982-05-05","Madrid","ue[dot]aporue.lraporue[at]arazalzeuqzav.nairda","https://twitter.com/adrianvl1982",NA,"https://www.instagram.com/adrianvazquezlazara/",NA,NA,NA,NA,NA,NA
"Thomas Waitz","Group of the Greens/European Free Alliance","Austria
						 
							 - Die Grünen - Die Grüne Alternative (Austria)","1973-05-16","Vienna","ue[dot]aporue.lraporue[at]ztiaw.samoht","https://twitter.com/thomaswaitz","https://www.facebook.com/thomas.waitz.europa/","https://www.instagram.com/thomas_waitz/",NA,"https://thomaswaitz.eu/","https://www.youtube.com/@ThomasWaitz_MEP",NA,NA,NA
"Maria Walsh","Group of the European People's Party (Christian Democrats)","Ireland
						 
							 - Fine Gael Party (Ireland)","1987-06-11","Boston","ue[dot]aporue.lraporue[at]hslaw.airam","https://twitter.com/mariawalsheu","https://www.facebook.com/MariaWalshEU/","https://www.instagram.com/mariawalsheu",NA,"http://mariawalsh.eu","https://www.youtube.com/channel/UCdh2A8a42AXvAe9kioVomDg",NA,NA,NA
"Marion Walsmann","Group of the European People's Party (Christian Democrats)","Germany
						 
							 - Christlich Demokratische Union Deutschlands (Germany)","1963-03-17","Erfurt","ue[dot]aporue.lraporue[at]nnamslaw.akirenoiram","https://twitter.com/marionwalsmann","https://www.facebook.com/team.walsmann/","https://www.instagram.com/marion_walsmann/","https://de.linkedin.com/in/marion-walsmann-a77173b8","https://www.marion-walsmann.de/","https://www.youtube.com/channel/UC8ZNGNiHp8awZzaw1IyCrgw/featured?disable_polymer=1",NA,NA,NA
"Jörgen Warborn","Group of the European People's Party (Christian Democrats)","Sweden
						 
							 - Moderaterna (Sweden)","1969-01-23","Varberg","ue[dot]aporue.lraporue[at]nrobraw.negroj","https://twitter.com/jorgenwarborn","https://facebook.com/jorgenwarborn","https://www.instagram.com/jorgenwarborn/","https://www.linkedin.com/in/jorgenwarborn/","https://warborn.eu",NA,NA,NA,NA
"Jan-Peter Warnke","Non-attached Members","Germany
						 
							 - Bündnis Sahra Wagenknecht – Vernunft und Gerechtigkeit (Germany)",NA,NA,"ue[dot]aporue.lraporue[at]eknraw.retep-naj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maciej Wąsik","European Conservatives and Reformists Group","Poland
						 
							 - Prawo i Sprawiedliwość (Poland)","1969-10-16","Warszawa","ue[dot]aporue.lraporue[at]kisaw.jeicam",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michał Wawrykiewicz","Group of the European People's Party (Christian Democrats)","Poland
						 
							 - Independent (Poland)","1971-05-11","Warszawa","ue[dot]aporue.lraporue[at]zciweikyrwaw.lahcim","https://x.com/micwawrykiewicz?lang=en","https://www.facebook.com/MichalWawrykiewicz/","https://www.instagram.com/michal.wawrykiewicz/?hl=en",NA,NA,NA,NA,NA,NA
